iter	Logloss
0	0.1291578308
1	0.05361119874
2	0.0380867268
3	0.03127883294
4	0.02578679387
5	0.02140438793
6	0.01965543342
7	0.01889918901
8	0.01442153629
9	0.01303300499
10	0.01208058818
11	0.01090644062
12	0.009064946768
13	0.008759495856
14	0.008399991669
15	0.008315740725
16	0.008011012969
17	0.00775193839
18	0.007383744006
19	0.007004664702
20	0.006656667028
21	0.006513824528
22	0.006233286388
23	0.006012950644
24	0.005781422184
25	0.005509068423
26	0.005352040816
27	0.004988851888
28	0.004858694698
29	0.004742193907
30	0.004599016834
31	0.004457371702
32	0.00433150798
33	0.004210592225
34	0.004086547077
35	0.003940706759
36	0.00381021278
37	0.003715978854
38	0.003571515935
39	0.003571526144
40	0.00357150254
41	0.003571429816
42	0.003571429816
43	0.00350311014
44	0.003503128618
45	0.003503095729
46	0.003503072893
47	0.003503054119
48	0.003503031378
49	0.003461341659
50	0.003461341659
51	0.003461212294
52	0.003419773428
53	0.003365497743
54	0.003304339458
55	0.003229979203
56	0.003230000802
57	0.003229966754
58	0.003229966754
59	0.003229979831
60	0.003111370514
61	0.002971340121
62	0.002885802874
63	0.002885802874
64	0.002885807157
65	0.002885826748
66	0.002885826748
67	0.002885733934
68	0.002885733934
69	0.002885764982
70	0.002885733697
71	0.002885733697
72	0.002885733697
73	0.002885733697
74	0.002885733697
75	0.002885733697
76	0.002885733697
77	0.002885708794
78	0.002885708794
79	0.002885708794
80	0.002885708794
81	0.002885708794
82	0.002885708794
83	0.002885708794
84	0.002885708794
85	0.002885708794
86	0.002885675945
87	0.002885675945
88	0.002885675945
89	0.002885641511
90	0.00288567207
91	0.002885625711
92	0.002885581592
93	0.002885581592
94	0.002885581592
95	0.002885565497
96	0.002885565497
97	0.002885565497
98	0.002885565497
99	0.002885565497
100	0.002885565497
101	0.002885565497
102	0.002885565497
103	0.002885565497
104	0.002885565497
105	0.002885565497
106	0.002885565497
107	0.002885565497
108	0.002885565497
109	0.002885560504
110	0.002885525122
111	0.002885525122
112	0.002885525122
113	0.002885525122
114	0.002885525122
115	0.002885525122
116	0.002885525122
117	0.002885525122
118	0.002885525122
119	0.002885525122
120	0.002885525122
121	0.002885525122
122	0.002885525122
123	0.002885525122
124	0.002885525122
125	0.002885525122
126	0.002885524075
127	0.002885424453
128	0.002885442599
129	0.002885442599
130	0.002885442599
131	0.002885442599
132	0.002885442599
133	0.002885453787
134	0.002885453787
135	0.002885453787
136	0.002885453787
137	0.002885430318
138	0.00288542774
139	0.00288542774
140	0.00288542774
141	0.00288542774
142	0.002885415639
143	0.002885415639
144	0.002885415639
145	0.002885415639
146	0.002885415639
147	0.002885415639
148	0.002885415639
149	0.002885415639
150	0.002885415639
151	0.002885415639
152	0.002885415639
153	0.002885415639
154	0.002885407044
155	0.002885407044
156	0.002885391342
157	0.002885391342
158	0.002885391342
159	0.002885332401
160	0.002885388901
161	0.002885323794
162	0.002885350561
163	0.002885349766
164	0.002885339431
165	0.002885326607
166	0.002885288667
167	0.002885259372
168	0.002885259372
169	0.002885216714
170	0.002885216714
171	0.002885216714
172	0.002885216714
173	0.002885216714
174	0.002885216714
175	0.002885218656
176	0.002885236326
177	0.002885236326
178	0.002885236326
179	0.002885236326
180	0.002885236326
181	0.002885236326
182	0.002885236326
183	0.002885211188
184	0.002885211188
185	0.002885211188
186	0.002885211188
187	0.002885211188
188	0.002885211188
189	0.002885211188
190	0.002885211188
191	0.002885211188
192	0.002885211188
193	0.002885211188
194	0.002885211188
195	0.002885211188
196	0.002885211188
197	0.002885192454
198	0.002885186753
199	0.002885186753
200	0.002885186753
201	0.002885186753
202	0.002885186753
203	0.002885186753
204	0.002885186753
205	0.002885186753
206	0.002885137942
207	0.002885099402
208	0.002885099402
209	0.002885099402
210	0.002885099402
211	0.002885099402
212	0.002885099402
213	0.002885099402
214	0.002885099402
215	0.002885099402
216	0.002885099402
217	0.002885099402
218	0.002885099402
219	0.002885099402
220	0.002885099402
221	0.002885099402
222	0.002885099402
223	0.002885099402
224	0.002885099402
225	0.002885099402
226	0.002885099402
227	0.002885099402
228	0.002885099402
229	0.002885099402
230	0.002885099402
231	0.002885138583
232	0.002885138583
233	0.002885138583
234	0.002885138583
235	0.002885138583
236	0.002885138583
237	0.002885138583
238	0.002885138583
239	0.002885138583
240	0.002885138583
241	0.002885138583
242	0.002885138583
243	0.002885138583
244	0.002885138583
245	0.002885138583
246	0.002885138583
247	0.002885138583
248	0.002885138583
249	0.002885138583
250	0.002885138583
251	0.002885138583
252	0.002885138583
253	0.002885138583
254	0.002885138583
255	0.002885138583
256	0.002885116761
257	0.002885116761
258	0.002885116761
259	0.002885116761
260	0.002885116761
261	0.002885116761
262	0.002885087494
263	0.002885088409
264	0.002885070264
265	0.002885070264
266	0.002885070264
267	0.002885070264
268	0.002885070264
269	0.002885070264
270	0.002885070264
271	0.002885070264
272	0.002885070264
273	0.002885070264
274	0.002885070264
275	0.002885070264
276	0.002885070264
277	0.002885070264
278	0.002885070264
279	0.00288504211
280	0.00288504211
281	0.00288504211
282	0.00288504211
283	0.00288504211
284	0.00288504211
285	0.00288504211
286	0.00288504211
287	0.00288504211
288	0.00288504211
289	0.00288504211
290	0.00288504211
291	0.00288504211
292	0.00288504211
293	0.00288504211
294	0.00288504211
295	0.00288504211
296	0.00288504211
297	0.00288504211
298	0.00288504211
299	0.00288504211
